"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1457414053","KKY2828","NY","PAS","2023-06-08T00:00:00.000","14","SUBN","JEEP","P","18850","28159","15650","20250303","123","123","123","973492","0123","0000","0858P",,,"O","320","BETHEL AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GR","0","2021","-","0",,,,,
"1457414077","HVY6725","NY","PAS","2023-06-08T00:00:00.000","20","SUBN","CHEVR","P","18850","28159","15650","20231121","123","123","123","973492","0123","0000","0849P",,,"O","320","BETHEL AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2017","-","0",,,,,
"1457605867","KZA5926","NY","PAS","2023-06-04T00:00:00.000","46","SDN","BMW","P","68630","83730","32600","20240906","0073","73","73","966745","0073","0000","0656A",,,"O","230","OSBORN ST",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1457610668","KYH2449","NY","PAS","2023-07-02T00:00:00.000","98","SDN","ME/BE","P","76530","44330","70930","20240814","0075","75","75","957525","0075","0000","0250A",,"K","F","390","SHEPHERD AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","2015","-","0",,,,,
"1457610670","KYK7490","NY","PAS","2023-07-01T00:00:00.000","98","SDN","TOYOT","P","13130","34330","56630","20241124","0075","75","75","957525","0075","0000","0942P",,"K","F","631","ASHFORD ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","RD","0","2019","-","0",,,,,
"1457622490","LWW3226","PA","PAS","2023-06-03T00:00:00.000","46","SDN","ME/BE","P","80230","42730","55030","0.00000000","0088","88","88","941840","0088","0000","0743P",,"K","O","260","ST JAMES PL",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1457622506","KXL7981","NY","PAS","2023-06-03T00:00:00.000","20","SDN","GENE","P","80230","42730","55030","20240731","0088","88","88","941840","0088","0000","0749P",,"K","F","247","ST JAMES",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","2019","-","0",,,,,
"1457641320","GH05T","NJ","PAS","2023-06-14T00:00:00.000","20","SDN","DODGE","P","52130","58130","72930","0.00000000","0083","83","83","937343","0083","0000","0846A",,"K","F","400","IRVING AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WT","0","0","-","0",,,,,
"1457744247","KGS8371","NY","PAS","2023-07-12T00:00:00.000","20","SUBN","NISSA","P","10020","28020","12550","20231120","0052","52","52","962887","0052","0000","1255P","1250P",,"F","3699","BAINBRIDGE AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL","BLACK","0","2009","-","0",,,,,
"1457907574","G59MSZ","NJ","PAS","2023-06-29T00:00:00.000","99","SDN","FORD","N","0","0","0","20240430","0030","30","982","600103","0982","0000","0247P","0247P",,,,"I/S RIVERSDE DR",,"0","408","99",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1457992437","GTX4770","NY","PAS","2023-07-07T00:00:00.000","40","SDN","NISSA","P","0","40404","40404","20240912","0007","7","71","960708","0071","0000","0113P",,"NY","F","1409","CARROLL STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","ERD","0","2020","-","0",,,,,
"1459947903","LYH1325","PA","PAS","2023-06-12T00:00:00.000","46",,"TOYOT","P","34330","73470","68630","0.00000000","0073","73","802","962932","0802","0000","0750P",,,"O","340","DUMONT AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2009","-","0",,,,,
"1459970457","KNV9160","NY","PAS","2023-06-22T00:00:00.000","20","SUBN","JEEP","Y","24240","0","0","20230723","107","107","976","101346","0976","0000","1051A",,"Q",,"86-68","164 ST","QUEENS HOSPITAL","0","408","F2",,"BBBBBBB","ALL","ALL","BLACK","0","2021","-","0",,,,,
"1460127547","KVA9153","NY","PAS","2023-06-24T00:00:00.000","98","SDN","AUDI","P","19340","54190","66790","20240420","103","103","103","968380","0103","0000","0304A",,,"F","144-15","101 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1460127584","KYV1477","NY","PAS","2023-06-29T00:00:00.000","40","SDN","CHEVR","P","19790","50690","59690","20240909","103","103","103","964827","0103","0000","0523A",,"Q","O","145-21","105 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","W","0","0","-","0",,,,,
"1460128722","KWE5953","NY","PAS","2023-07-02T00:00:00.000","98","SUBN","JEEP","P","25040","18140","51090","20240401","103","103","103","960597","0103","0000","0819P",,"Q","F","90-71","179 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRY","0","2021","-","0",,,,,
"1460191262","GHM8749","NY","PAS","2023-06-28T00:00:00.000","40","SDN","TOYOT","P","31890","15400","15420","20230804","100","100","100","967713","0100","0000","0908A","0900A","Q","F","156","BEACH 67 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2009","-","0",,,,,
"1460222969","HZL5243","NY","PAS","2023-07-10T00:00:00.000","20","SUBN","LEXUS","U","0","0","0","20240702","100","100","835","41","0835","0000","0938P",,"Q","F",,"NORTH CHANNEL BRIDGE","WEST PARKING LOT","0","408","D",,"BBBBBBB","0900P","0600A","WHT","0","2017","-","0",,,,,
"1460891090","H90NDW","NJ","PAS","2023-06-09T00:00:00.000","20","SDN","HYUND","P","30200","45800","19550","20230130","121","121","121","967805","0121","0000","0945P",,"R","O","301","GRANDVIEW AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","2007","-","0",,,,,
"1461540148","KTL1501","NY","PAS","2023-06-02T00:00:00.000","51","SDN","TOYOT","P","68490","41690","39410","20231125","104","104","104","969003","0104","0000","0523P",,"Q","O","1113","WYCKOFF AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","SIL","0","0","-","0",,,,,
"1461540150","KZJ6200","NY","PAS","2023-06-02T00:00:00.000","51","SUBN","NISSA","P","68490","41690","39410","20250216","104","104","104","969003","0104","0000","0520P",,"Q","F","1112","WYCKOFF AVE",,"0","408","E3",,"BBBBBBB","ALL","ALL","GREEN","0","0","-","0",,,,,
"1461540173","KXZ5890","NY","PAS","2023-06-02T00:00:00.000","19","SUBN","HONDA","P","63890","44490","47490","0.00000000","104","104","104","969003","0104","0000","1029P",,"Q","O","2038","STANHOPE ST",,"0","408","E3",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
"1461540197","KEV4234","NY","PAS","2023-06-02T00:00:00.000","19","SUBN",,"P","63890","40404","40404","0.00000000","104","104","104","969003","0104","0000","1024P",,"Q","O","20 46","STANHOPE ST",,"0","408","K4",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1462120593","JRB5973","NY","PAS","2023-06-03T00:00:00.000","63","SUBN","FORD","K","0","0","0","20240702","0004","4","3","160426","0003","0000","0905P",,"Q","F",,"HIGHLAND","PARKING LOT","0","408","F2",,"BBBBBBB","ALL","ALL","BLACK","0","2008","-","0",,,,,
"1462120933","KUX2048","NY","PAS","2023-06-03T00:00:00.000","20","SUBN","CHEVR","K","13235","0","0","20240321","110","110","3","160429","0003","0000","0510P",,"Q","O",,"FMCP","AQUATIC CENTER","0","408","C",,"BBBBBBB","ALL","ALL","RED","0","2014","-","0",,,,,
"1462120945","KFN6433","NY","PAS","2023-07-08T00:00:00.000","27","SUBN","TOYOT","K","13235","0","0","20240812","110","110","3","160429","0003","0000","0816P",,"Q","O",,"FMCP","AQUATIC CENTER","0","408","D3",,"BBBBBBB","ALL","ALL","WHITE","0","2010","-","0",,,,,
"1462122516","JBD6954","NY","PAS","2023-07-04T00:00:00.000","27","SUBN","TOYOT","K","0","0","0","20240704","122","122","5","160073","0005","0000","0118P",,"R","F",,"MIDLAND BEACH LOT","FT CAPODANNO BLVD","0","408","F3",,"BBBBBBB","ALL","ALL","GRY","0","2010","-","0",,,,,
"1462122528","LDA5773","NY","PAS","2023-07-04T00:00:00.000","27","SDN","NISSA","K","39202","0","0","20240217","122","122","5","160073","0005","0000","0120P",,"R","F",,"MIDLAND BEACH","FT CAPODANNO BLVD","0","408","D3",,"BBBBBBB","ALL","ALL","WHT","0","2010","-","0",,,,,
"1462138846","HVA6044","NY","PAS","2023-07-07T00:00:00.000","27","SUBN","NISSA","K","0","46850","0","20230905","122","122","5","160470","0005","0000","0407P",,"R",,,"MIDLAND BEACH LOT 6","FATHER CAPODANNO BLV","0","408","D3",,"BBBBBBB","ALL","ALL","GRAY","0","2022","-","0",,,,,
"1462138858","G60RRX","NY","PAS","2023-07-04T00:00:00.000","27","SDN","TOYOT","K","11210","22695","0","0.00000000","123","123","5","160470","0005","0000","1105A",,"R",,,"WOLFES POND PARK","CHESTER AVE","0","408","D3",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1462139073","GYF4233","NY","PAS","2023-07-08T00:00:00.000","27","SUBN","LEXUS","K","11210","34100","0","20230813","123","123","5","161053","0005","0000","0148P",,"R",,,"WOLFES POND PARK","HYLAN BLVD","0","408","E1",,"BBBBBBB","ALL","ALL","SILVE","0","2012","-","0",,,,,
"1462140038","KYT4022","NY","PAS","2023-06-19T00:00:00.000","53","SUBN","HONDA","K","0","0","0","20240614","122","122","5","160110","0005","0000","0318P",,"R",,,"SB","LOT 2","0","408","A1",,"BBBBBBB","ALL","ALL","WHT","0","2012","-","0",,,,,
"1462140087","JBS2270","NY","PAS","2023-06-09T00:00:00.000","53","SUBN","NISSA","K","39202","0","0","20240625","122","122","5","160110","0005","0000","0435P",,"R",,,"MIDLAND BEACH","LOT 8","0","408","F3",,"BBBBBBB","ALL","ALL","WHITE","0","2021","-","0",,,,,
"1462140099","KSP1320","NY","PAS","2023-06-11T00:00:00.000","20","SUBN","TOYOT","K","48502","0","0","20230808","122","122","5","160110","0005","0000","0148P",,"R",,,"SOUTH BEACH","LOT 2","0","408","F6",,"BBBBBBB","ALL","ALL","SILVE","0","2013","-","0",,,,,
"1462140105","KFK3790","NY","PAS","2023-06-11T00:00:00.000","21","SDN","HYUND","K","0","0","0","20240908","122","122","5","160118","0005","0000","0151P",,"R",,,"SB","LOT 2","0","408","D",,"BBBBBBB","ALL","ALL","WHT","0","2011","-","0",,,,,
"1462140130","JKD8809","NY","PAS","2023-06-04T00:00:00.000","20","SUBN","DODGE","K","48502","0","0","20230716","122","122","5","160110","0005","0000","1108A",,"R",,,"SOUTH BEACH","LOT 2","0","408","F3",,"BBBBBBB","ALL","ALL","RED","0","2005","-","0",,,,,
"1462140191","HVA5511","NY","PAS","2023-06-11T00:00:00.000","20","SUBN","BMW","K","0","0","0","20230904","122","122","5","160118","0005","0000","0158P",,"R",,,"SB","LOT 2","0","408","F6",,"BBBBBBB","ALL","ALL","BLK","0","2012","-","0",,,,,
"1462141821","KWD9406","NY","PAS","2023-07-09T00:00:00.000","27","SUBN","TOYOT","K","11210","0","0","20240126","123","123","5","160614","0005","0000","0354P",,"R","F",,"WOLFES POND PARK","PARKING LOT","0","408","E1",,"BBBBBBB","ALL","ALL","BLUE","0","2022","-","0",,,,,
"1462142242","KWC5766","NY","PAS","2023-07-05T00:00:00.000","17","SUBN","ME/BE","K","0","0","0","20240620","122","122","5","160219","0005","0000","0535P",,"R",,,"SB","LOT 2","0","408","C4",,"BBBBBBB","ALL","ALL","BLACK","0","2022","-","0",,,,,
"1462158780","JPF2542","NY","PAS","2023-05-29T00:00:00.000","14","SUBN","JEEP","K","60805","35040","35060","20240207","100","100","3","160118","0003","0000","1238P",,"Q",,,"ROCKAWAY BEACH B 97",,"0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","2002","-","0",,,,,
"1462158791","LAK8945","NY","PAS","2023-05-29T00:00:00.000","14","SDN","TOYOT","K","60805","33290","0","20250206","100","100","3","160118","0003","0000","1241P",,"Q",,,"ROCKAWAY BEACH","B 96","0","408","C",,"BBBBBBB","ALL","ALL","BLACK","0","2003","-","0",,,,,
"1462158808","KED9757","NY","PAS","2023-05-29T00:00:00.000","14","SUBN","HONDA","K","60805","33290","0","20240818","100","100","3","160118","0003","0000","1244P",,"Q",,,"ROCKAWAY BEACH","B 96","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2014","-","0",,,,,
"1462158810","KYB7287","NY","PAS","2023-05-28T00:00:00.000","14","SUBN","HONDA","K","60805","33340","0","20240718","100","100","3","160118","0003","0000","0355P",,"Q",,,"ROCKAWAY BEACH","B 97","0","408","C",,"BBBBBBB","ALL","ALL","GREEN","0","2003","-","0",,,,,
"1462158821","KZW9629","NY","PAS","2023-05-28T00:00:00.000","14","SDN","ME/BE","K","60805","32940","0","20241130","101","101","3","160118","0003","0000","0429P",,"Q",,,"ROCKAWAY BEACH","B 88","0","408","C",,"BBBBBBB","ALL","ALL","BLACK","0","2015","-","0",,,,,
"1462158833","JGM5360","NY","PAS","2023-05-28T00:00:00.000","14","SDN","TOYOT","K","60805","33140","0","20231124","100","100","3","160118","0003","0000","0436P",,"Q",,,"ROCKAWAY BEACH","B 92","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2008","-","0",,,,,
"1462158845","LAX5185","NY","PAS","2023-05-28T00:00:00.000","14","SUBN","FORD","K","60805","33040","0","20250319","100","100","1","160218","0001","0000","0540P",,"Q",,,"ROCKAWAY BEACH","B 90","0","408","C",,"BBBBBBB","ALL","ALL","BLACK","0","2015","-","0",,,,,
"1462158857","KBC6572","NY","PAS","2023-05-28T00:00:00.000","14","SUBN","SUBAR","K","60805","0","0","20250302","100","100","3","160118","0003","0000","0544P",,"Q",,,"ROCKAWAY BEACH","B/97","0","408","C",,"BBBBBBB","ALL","ALL","BLACK","0","2014","-","0",,,,,
"1462185150","LCL8661","NY","PAS","2023-07-05T00:00:00.000","27","SUBN","TOYOT","K","0","0","0","20230714","0030","30","1","160947","0001","0000","0134P",,"NY","F",,"TEN MILE RIVER PLYGN","PARKING LOT","0","408","F6",,"BBBBBBB","ALL","ALL","WHT","0","2023","-","0",,,,,
"1462185885","KYJ3865","NY","PAS","2023-06-01T00:00:00.000","98","SUBN","TOYOT","K","11635","0","0","20240722","0034","34","1","160946","0001","0000","0835P",,"NY","F",,"FORT TRYON PARK","4716 BROADWAY","0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2022","-","0",,,,,
"1462185897","KFW7140","NY","PAS","2023-06-04T00:00:00.000","14","SDN","HYUND","K","11635","21190","0","20250210","0034","34","1","160946","0001","0000","0450P",,"NY","F",,"FT TRYON PK","FT WASHINGTON AVE","0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1462185903","LXB5086","PA","PAS","2023-06-04T00:00:00.000","51","SDN","HYUND","K","0","0","0","0.00000000","0034","34","1","160946","0001","0000","0550P",,"NY","F",,"INWOOD HILL RD","S/S/O/W 214TH ST","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462185915","LAN1112","NY","PAS","2023-06-04T00:00:00.000","51","SUBN","BMW","K","11700","37703","0","20250413","0034","34","1","160183","0001","0000","0545P",,"NY","F",,"INWOOD HILL PK","W 214 ST","0","408","E3",,"BBBBBBB","ALL","ALL","GREY","0","2020","-","0",,,,,
"1462185927","KKB7104","NY","PAS","2023-06-04T00:00:00.000","51","SUBN","ACURA","K","11700","37703","0","20250218","0034","34","1","160183","0001","0000","0550P",,"NY","F",,"INWOOD HILL PK","W 214 ST","0","408","E3",,"BBBBBBB","ALL","ALL","BLACK","0","2020","-","0",,,,,
"1462185940","KSP9532","NY","PAS","2023-06-04T00:00:00.000","51",,"HONDA","K","11700","37703","0","20240214","0034","34","1","160183","0001","0000","0540P",,"NY","F",,"INWOOD HILL PK","W 214 ST","0","408","E3",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462185952","GZH3917","NY","PAS","2023-06-04T00:00:00.000","51","SUBN","MAZDA","K","11700","37703","0","20230708","0034","34","1","160946","0001","0000","0525P",,"NY","F",,"INWOOD HILL PK","W 214 ST","0","408","E3",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,
"1462185990","J82SED","NJ","PAS","2023-06-04T00:00:00.000","63","SUBN","TOYOT","K","22955","37250","0","0.00000000","0033","33","1","160946","0001","0000","0812P",,"NY","F",,"HIGHBRIDGE PK","W 175TH","0","408","E3",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1462186026","GZF7801","NY","PAS","2023-07-05T00:00:00.000","98","SUBN","SUBAR","K","11700","28390","0","20230706","0034","34","1","160946","0001","0000","0910P",,"NY","F",,"INWOOD HILL PK","PAYSON AVE","0","408","F3",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462186099","KZF1388","NY","PAS","2023-06-05T00:00:00.000","14","SDN","HONDA","K","0","0","0","20240122","0034","34","1","160076","0001","0000","0625P",,"NY","F",,"JACOB JAVITS  PLYGRN","FT WASHINGTON","0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2017","-","0",,,,,
"1462186117","KSH4146","NY","PAS","2023-07-02T00:00:00.000","14","SUBN","HONDA","K","0","36930","0","20231231","0030","30","1","160076","0001","0000","0420P",,"NY",,,"FORT WASHINTON PARK","W 158TH ST","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2018","-","0",,,,,
"1462186129","JHA7401","NY","PAS","2023-07-02T00:00:00.000","14","SUBN","CHEVR","K","0","0","0","20250523","0030","30","1","160076","0001","0000","0424P",,"NY","F",,"FT WASHINGTON","W 158TH","0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2005","-","0",,,,,
"1462186130","KNM6489","NY","PAS","2023-07-02T00:00:00.000","14","SUBN","HONDA","K","247","36930","0","20250430","0030","30","1","160076","0001","0000","0428P",,"NY","F",,"FT WASHINGTON PK","W 158TH ST","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2012","-","0",,,,,
"1462186142","LDM3681","NY","PAS","2023-07-02T00:00:00.000","14","SDN","AUDI","K","247","36930","0","20250629","0030","30","1","160076","0001","0000","0434P",,"NY","F",,"FT WASHINGTON PK","W 158TH ST","0","408","C",,"BBBBBBB","ALL","ALL","SILVE","0","2006","-","0",,,,,
"1462186154","KNB4130","NY","PAS","2023-07-03T00:00:00.000","14","SUBN","FORD","K","247","36930","0","20230607","0030","30","1","160076","0001","0000","0655P",,"NY","F",,"FT WASHINGTON PK","W 158TH ST","0","408","C",,"BBBBBBB","ALL","ALL","SILVE","0","2008","-","0",,,,,
"1462186701","LZT9210","PA","PAS","2023-07-02T00:00:00.000","14","SUBN","AUDI","K","247","36930","0","0.00000000","0030","30","1","160783","0001","0000","0425P",,"NY","F",,"FT WASHINGTON PK","W 158 ST","0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1462186713","KES2310","NY","PAS","2023-07-02T00:00:00.000","14","SUBN","TOYOT","K","247","36930","0","20240915","0030","30","1","160183","0001","0000","0430P",,"NY","F",,"FT WASHINGTON PK","W 158 ST","0","408","C",,"BBBBBBB","ALL","ALL","GOLD","0","2009","-","0",,,,,
"1462186725","KXM6529","NY","PAS","2023-07-02T00:00:00.000","14","SUBN","BMW","K","247","36930","0","20241018","0030","30","1","160183","0001","0000","0435P",,"NY","F",,"FT WASHINGTON PK","W 158 ST","0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2007","-","0",,,,,
"1462186786","GXR8575","NY","PAS","2023-07-02T00:00:00.000","98","SUBN","AUDI","K","11700","37730","0","20250403","0034","34","1","160183","0001","0000","0620P",,"NY","F",,"INWOOD HILL PK","W 218 ST","0","408","C",,"BBBBBBB","ALL","ALL","SILVE","0","2019","-","0",,,,,
"1462186830","KVT5656","NY","PAS","2023-07-03T00:00:00.000","14","SUBN","HYUND","K","247","36930","0","20240504","0030","30","1","160183","0001","0000","0655P",,"NY","F",,"FT WASHINGTON PK","W 158 ST","0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2014","-","0",,,,,
"1462334799","KKX7690","NY","PAS","2023-07-07T00:00:00.000","17","SUBN","FORD","9","11800","53630","93250","20250310","0084","84","837","104451","0837","0000","0817A",,"K","F","333","ADAMS ST",,"0","408","M1",,"BBBBBBB","ALL","ALL","BLK","0","2021","-","0",,,,,
"1462669487","KXW8101","NY","PAS","2000-07-12T00:00:00.000","46","SDN","CHEVR","9","19070","10010","20490","20240907","0023","23","1","102430","0001","0000","0736P",,"NY","F","430","EAST 105TH STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","RED","0","2020","-","0",,,,,
"1463919748","GMK5575","NY","PAS","2023-06-13T00:00:00.000","40","SUBN","JEEP","P","93830","40930","18630","20240302","0071","71","71","953492","0071","0000","0250A",,"K","F","55","WINTHROP ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BK","0","2018","-","0",,,,,
"1464319133","KZJ8600","NY","PAS","2023-07-04T00:00:00.000","20","SDN","AUDI","P","17750","10110","97680","20241228","0017","17","17","972950","0017","0000","0856A","0856A","NY","F","301","E 38 ST",,"20230704","408","C4",,"BBBBBBB","1000P","1000P","GRAY","0","2005","-","0",,,,,
"1464319212","GVF3194","NY","PAS","2023-07-04T00:00:00.000","20","SDN","BMW","P","17750","40404","40404","20250129","0017","17","17","972950","0017","0000","0900A","0900A",,"F","3001","E 38 ST",,"0","408","D",,"YYBBBBB","1000A","1000A","BLU","0","2015","-","0",,,,,
"1465443897","GAR9704","NY","PAS","2023-07-10T00:00:00.000","14","VAN","TOYOT","A","97530","0","0","20240507","115","115","320","44896","0320","0000","0628P","0625P","Q","F",,"LGA","TERM B","0","408","C3",,"BBBBBBB","ALL","ALL","WHITE","0","2012","-","0",,,,,
"1465445274","LBG2942","NY","PAS","2023-06-09T00:00:00.000","20","VAN","RAM","A","33390","14010","97440","20250331","0001","1","142","49342","0142","0000","0246P","1440P","NY","F","480","WASHINGTON ST",,"0","408","E3",,"YYYYYYY","0000A","0000P","WHT","0","2019","-","0",,,,,
"1465498023","KSU5267","NY","PAS","2023-06-12T00:00:00.000","17","P-U","FORD","P","26490","61490","0","20230920","0044","44","0","966462","TD11","0000","0419P",,,,,"E 161 ST","RIVER AVE","0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1465578663","KEH3861","NY","PAS","2023-06-05T00:00:00.000","98","SUBN","BMW","P","49230","65130","57230","20240816","0073","73","73","960163","0073","0000","1227A","1224A","K","F","468","HERZL ST",,"0","408","C",,"BBBBBBB","ALL","ALL","WHT","0","2020","-","0",,,,,
"1465594851","KXA9949","NY","PAS","2023-06-12T00:00:00.000","98","SUBN",,"P","24245","71330","89930","20250502","0084","84","84","969290","0084","0000","0630A",,"K","F","31","WASHINGTON ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","1985","-","0",,,,,
"1465594875","LTY5478","PA","PAS","2023-06-05T00:00:00.000","14","SUBN","LEXUS","P","64330","75530","81330","20230930","0084","84","84","969290","0084","0000","1205A",,"K","F","50","NEVINS ST",,"0","408","C",,"BBBBBBB","ALL","ALL","WH","0","2021","-","0",,,,,
"1465594929","HUU8433","NY","PAS","2023-06-18T00:00:00.000","20","SDN","NISSA","P","40040","42730","28330","20230910","0084","84","84","956310","0084","0000","1023P",,"K","F","8","EVERIT STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1465594954","JCR3887","NY","PAS","2023-06-28T00:00:00.000","40","SDN","HONDA","P","0","40404","40404","20241014","0084","84","84","956310","0084","0000","1124P",,"K","O","149","BRIDGE PARK DRIVE",,"0","408","D",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1466002517","KZY7218","NY","PAS","2023-06-05T00:00:00.000","98","SDN",,"G","19940","57790","8440","20250302","115","115","972","351515","0972","0000","0319P",,"Q","F","33-38","106TH ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLCK","0","2011","-","0",,,,,
"1466165509","JBE9229","NY","PAS","2023-06-30T00:00:00.000","17","GRAY","HONDA","X","12810","26990","12710","20240715","0005","5","0","0","0MCC","0000","0801A",,"NY","F","94","BAYARD ST",,"0","408","E3",,"YYYYYBB","0700A","0700P",,"0","2006","-","0",,,,,
"1466323279","KFT6356","NY","PAS","2023-06-17T00:00:00.000","46","SDN","ME/BE","P","10610","36470","36490","20240819","0032","32","32","965095","0032","0000","1144P","1140P","NY","F","2310","7 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WT","0","2017","-","0",,,,,
"1467499444","KWL4387","NY","PAS","2023-06-02T00:00:00.000","19","SDN","VOLKS","P","63890","44490","47490","0.00000000","104","104","104","969003","0104","0000","1032P",,"Q","O","2038","STANHOPE ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1471486497","KUJ7964","NY","PAS","2023-06-09T00:00:00.000","98","SUBN","FORD","P","37390","35780","35780","20240127","101","101","101","957912","0101","0000","1207A",,"Q","F","23-60","BROOKHAVEN AVE",,"0","408","D4",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1471500974","KHP4110","NY","PAS","2023-06-25T00:00:00.000","98","SUBN","TOYOT","P","29830","56090","29571","20230625","101","101","101","956405","0101","0000","1228P",,"Q","F","2398","BAYSWATER AVE",,"0","408","99",,"BBBBBBB","ALL","ALL","GRY","0","2006","-","0",,,,,
"1471538825","KHG7425","NY","PAS","2023-07-02T00:00:00.000","40","SDN","TOYOT","P","0","0","0","20250213","107","107","107","970189","0107","0000","1030A","1030A","Q",,,"C/O 83 AVE","134 ST","0","408","F2",,"BBBBBBB","ALL","ALL","WH","0","2019","-","0",,,,,
"1471538837","KYR9610","NY","PAS","2023-06-26T00:00:00.000","98","SUBN","TOYOT","P","0","40404","40404","20241107","107","107","107","970189","0107","0000","1000A","1000A","Q",,"147-20","GRAND CENTRAL PARKWA",,"0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","2006","-","0",,,,,
"1471561148","LAH5084","NY","PAS","2023-07-07T00:00:00.000","46","SUBN","BMW","P","27096","55590","22190","20250312","105","105","105","962608","0105","0000","0125P",,"Q","F","134-07","230 ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","WH","0","2010","-","0",,,,,
"1471561173","LAH5084","NY","PAS","2023-07-07T00:00:00.000","46","SUBN","BMW","P","27096","55590","22190","20250312","105","105","105","962608","0105","0000","0105P",,"Q","F","134-07","230 ST",,"0","408","J3",,"BBBBBBB","ALL","ALL","WH","0","2010","-","0",,,,,
"1471570940","HUT2094","NY","PAS","2023-06-30T00:00:00.000","62","SUBN","HONDA","P","0","0","0","20230823","107","107","107","953824","0107","0000","0607P","0607P","NY",,,"N/E C/O 192 ST","67 AVE","0","408","K6",,"BBBBBBB","ALL","ALL","WH","0","2017","-","0",,,,,
"1471570952","HCS3289","NY","PAS","2023-06-30T00:00:00.000","62","SDN","SUB","P","25550","40404","40404","20231213","107","107","107","959669","0107","0000","0627P",,"Q","F","64-194","194 LANE",,"0","408","D4",,"BBBBBBB","ALL","ALL","WH","0","2019","-","0",,,,,
"1471570988","KIK7041","PA","PAS","2023-06-30T00:00:00.000","74","SDN","NISSA","P","16640","24390","24490","0.00000000",,"0","107","956645","0107","0000","0654P",,"Q","F","167-03","81 AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL","BL","0","0","-","0",,,,,
